자치구명,건물면적,토지면적,층,건축년도,경도,위도,읍면동명,월평균소득,동별세대수,동별세대당인구,20세미만인구,20세이상인구,주택가격(만원)
동작구,72.86,40.0,2.0,2002.0,126.9265849634744,37.50229284756254,대방동,3524765.0,16316,2.11,4384,29627,53000
구로구,43.68,17.0,2.0,1985.0,126.88711736335463,37.48804043370024,구로제1동,3368067.0,8393,2.42,9818,101018,20000
광진구,41.95,25.0,3.0,2011.0,127.08164365214527,37.560007400582414,중곡제1동,2542359.0,8672,1.74,5978,70958,32000
광진구,24.1,18.0,3.0,2017.0,127.07631489795114,37.53750359966694,자양제1동,2745988.0,12126,1.79,9064,81478,52000
양천구,29.98,12.0,9.0,2023.0,126.83878390098576,37.51762602968875,신월1동,2227154.0,9857,1.91,12633,101640,23900
양천구,29.53,12.0,10.0,2023.0,126.83878390098576,37.51762602968875,신월1동,2227154.0,9857,1.91,12633,101640,23300
양천구,29.53,12.0,8.0,2023.0,126.83878390098576,37.51762602968875,신월1동,2227154.0,9857,1.91,12633,101640,23300
강서구,34.48,24.0,5.0,2015.0,126.83733046242756,37.55223277153058,발산제1동,3192517.0,13569,2.58,7469,35929,27200
강동구,39.87,24.0,3.0,2018.0,127.13724486259824,37.545655555485,천호제1동,2473111.0,12918,1.97,6667,78755,37800
강서구,24.34,14.0,6.0,2016.0,126.84554261914812,37.53646031761914,화곡제1동,2485455.0,27977,1.78,20096,189853,18000
광진구,57.6,33.0,1.0,2002.0,127.08652944523595,37.55636117132607,중곡제1동,2542359.0,8672,1.74,5978,70958,32700
강동구,38.03,23.0,2.0,2012.0,127.13046261864756,37.54708273720558,천호제1동,2473111.0,12918,1.97,6667,78755,35000
관악구,73.68,29.0,-1.0,2001.0,126.94156825746396,37.47608459779448,서원동,2412001.0,15455,1.49,15528,223346,19800
서대문구,52.73,34.0,1.0,1980.0,126.94697880013616,37.592007956692505,홍제제1동,3459117.0,11092,2.21,5509,47834,36500
구로구,29.1,13.0,4.0,2017.0,126.8569700591803,37.48681122722586,개봉제1동,2805757.0,15247,2.18,8142,71996,21800
성북구,74.57,61.0,2.0,1983.0,127.00419809925192,37.61200379557532,정릉제1동,3341356.0,7294,2.4,8078,67167,20000
도봉구,83.46,46.0,3.0,2004.0,127.03336917259652,37.66855503374914,방학제1동,2895702.0,12948,2.11,7510,62514,28000
은평구,56.07,40.0,4.0,2012.0,126.91153798115018,37.60393106220784,역촌동,2521877.0,21160,2.11,4298,39719,25000
강동구,41.95,24.0,2.0,2016.0,127.1475867360378,37.53868272793719,길동,2840603.0,23606,2.02,4315,42680,32500
영등포구,52.19,41.0,2.0,1994.0,126.92295723820784,37.51470721741936,영등포본동,3286751.0,10334,1.97,10440,89316,55000
광진구,47.55,25.0,4.0,1992.0,127.08253118874052,37.57077880652896,중곡제1동,2542359.0,8672,1.74,5978,70958,22500
관악구,44.8,22.0,3.0,1992.0,126.92559613590626,37.47489686240504,서원동,2412001.0,15455,1.49,15528,223346,19500
용산구,25.8,16.0,5.0,2024.0,126.95815957258468,37.538054212797135,용문동,3568910.0,5271,2.12,489,5402,55000
강북구,54.01,31.0,6.0,2015.0,127.01246756981185,37.64481804127775,수유1동,2220463.0,10493,1.86,7930,90942,34500
중랑구,43.46,26.0,2.0,2014.0,127.078788715795,37.585635497557966,면목제2동,2322173.0,12138,1.91,10715,119617,34000
강동구,44.41,26.0,3.0,2022.0,127.13876703604492,37.55088099422418,암사제1동,2852157.0,15928,2.08,7845,55492,46000
중랑구,29.96,21.0,3.0,2020.0,127.0849815015449,37.58823342395653,면목제2동,2322173.0,12138,1.91,10715,119617,26500
금천구,36.94,25.0,2.0,2022.0,126.90943529621958,37.45206718861552,시흥제1동,2757307.0,16384,1.93,9319,87362,30000
은평구,39.76,27.0,1.0,1986.0,126.91992486456827,37.58725166765515,응암제1동,2726133.0,15072,2.13,9854,70904,15500
강북구,77.51,42.0,4.0,2008.0,127.0319351541582,37.64090083906149,번1동,2303972.0,9729,1.68,3593,42720,35000
은평구,45.6,36.0,2.0,1991.0,126.91423128524846,37.60725446104279,역촌동,2521877.0,21160,2.11,4298,39719,15300
마포구,35.64,29.0,2.0,1986.0,126.93926084514187,37.547822571526936,대흥동,3421062.0,8658,1.65,1809,13373,49500
송파구,61.2,33.0,1.0,1992.0,127.12341162980096,37.50346217981947,가락본동,3521561.0,11564,2.14,11711,69007,42000
강서구,76.05,40.0,1.0,2000.0,126.83349158027886,37.54984640428367,발산제1동,3192517.0,13569,2.58,7469,35929,39000
동작구,51.21,23.0,-1.0,2003.0,126.9515144800764,37.50293160383656,상도제1동,3875896.0,23035,1.92,823,8889,27800
강북구,49.95,30.0,2.0,2016.0,127.01725407660336,37.62873396141696,수유1동,2220463.0,10493,1.86,7930,90942,26000
관악구,56.83,24.0,4.0,2004.0,126.96588683626791,37.47139188454475,보라매동,2529995.0,13012,1.79,17975,200181,30000
구로구,25.97,15.0,5.0,2017.0,126.85409044363,37.48567761055226,개봉제1동,2805757.0,15247,2.18,8142,71996,21000
관악구,61.36,27.0,3.0,1994.0,126.94055541772724,37.486489982521306,보라매동,2529995.0,13012,1.79,17975,200181,26500
구로구,71.4,38.0,2.0,2008.0,126.85186114032668,37.491344008848245,개봉제1동,2805757.0,15247,2.18,8142,71996,27700
중랑구,48.23,12.0,10.0,2024.0,127.0891988818855,37.58789009543563,면목제2동,2322173.0,12138,1.91,10715,119617,47000
금천구,29.97,21.0,5.0,2020.0,126.90995297100996,37.45197037111401,시흥제1동,2757307.0,16384,1.93,9319,87362,23100
동대문구,43.96,29.0,4.0,2016.0,127.06579089400424,37.600675153234114,이문제1동,3000929.0,11097,1.75,4286,33280,30000
광진구,20.985,12.0,3.0,2018.0,127.08567518178027,37.55578185495607,중곡제1동,2542359.0,8672,1.74,5978,70958,29000
양천구,29.98,12.0,8.0,2023.0,126.83878390098576,37.51762602968875,신월1동,2227154.0,9857,1.91,12633,101640,23900
강동구,56.07,25.0,4.0,2002.0,127.14058417558184,37.55131982677472,명일제1동,3540203.0,9979,2.48,6571,34125,30700
서대문구,58.34,57.0,2.0,1990.0,126.93392591139488,37.590524113732805,홍은제1동,3093859.0,9633,2.28,5364,43858,24800
강남구,27.22,17.0,3.0,2017.0,127.05119746371778,37.473319280514026,개포1동,5336373.0,9170,2.89,14202,73830,45000
광진구,25.37,16.0,4.0,2007.0,127.06747577825054,37.53785004323085,자양제1동,2745988.0,12126,1.79,9064,81478,25700
강서구,42.09,26.0,2.0,2002.0,126.84941746068624,37.53869152622077,화곡제1동,2485455.0,27977,1.78,20096,189853,15000
은평구,31.2,20.0,2.0,1992.0,126.92462422377004,37.61340869912348,대조동,2535013.0,15543,1.75,1933,25019,14300
서대문구,45.06,25.0,4.0,2012.0,126.91262578179396,37.58428180718567,북가좌제1동,4005416.0,6749,2.57,5399,41436,25000
강북구,60.09,29.0,1.0,2004.0,127.01175145442998,37.62693136612499,수유1동,2220463.0,10493,1.86,7930,90942,18350
강북구,47.51,29.0,-1.0,1994.0,127.02146853424831,37.64571059219384,수유1동,2220463.0,10493,1.86,7930,90942,12200
강서구,38.11,23.0,6.0,2012.0,126.85487439153552,37.53247986659607,화곡제1동,2485455.0,27977,1.78,20096,189853,24800
성북구,52.41,32.0,2.0,2001.0,127.05236010848462,37.6073885755345,석관동,2864182.0,16645,2.0,3014,29840,27000
중랑구,52.32,33.0,2.0,2016.0,127.09741421862464,37.60555507880686,신내1동,2780491.0,14718,2.52,7095,48326,32000
강동구,36.75,23.0,2.0,2016.0,127.13756934049118,37.547813760727,천호제1동,2473111.0,12918,1.97,6667,78755,32500
마포구,26.69,5.0,15.0,2020.0,126.94130670827488,37.55612975151695,대흥동,3421062.0,8658,1.65,217,5507,36100
구로구,52.91,26.0,3.0,1995.0,126.88533661201136,37.50067458031127,구로제1동,3368067.0,8393,2.42,9818,101018,23000
성북구,73.27,42.0,3.0,1993.0,126.9984062544665,37.61829944744916,정릉제1동,3341356.0,7294,2.4,8078,67167,22500
강동구,44.33,22.0,2.0,2021.0,127.1386503038746,37.55207829063183,암사제1동,2852157.0,15928,2.08,7845,55492,49800
강동구,62.52,48.0,1.0,1989.0,127.13354624756444,37.5470949611742,천호제1동,2473111.0,12918,1.97,6667,78755,31000
중구,62.04,44.0,1.0,2003.0,127.00676634463228,37.55557314855302,신당동,2816850.0,4672,1.57,5443,59448,40000
양천구,47.11,19.0,-1.0,2002.0,126.86912573613424,37.54413231388281,목1동,5667672.0,10323,2.91,24023,117070,12000
용산구,54.89,34.0,2.0,2014.0,126.98767172299011,37.54447000114507,용산2가동,2540319.0,4985,1.73,564,8013,37000
광진구,48.78,21.0,-1.0,1995.0,127.08740738853578,37.54180834440813,구의제1동,2683701.0,13261,1.73,7794,66911,18000
도봉구,41.64,29.0,1.0,1987.0,127.0400642567592,37.670560723875845,도봉제1동,2275377.0,10210,1.92,3587,41338,14000
은평구,29.95,20.0,4.0,2018.0,126.91384762695186,37.60616642696738,역촌동,2521877.0,21160,2.11,4298,39719,22000
동작구,29.94,18.0,4.0,2021.0,126.93241975278214,37.50835348596307,대방동,3524765.0,16316,2.11,4384,29627,37000
강북구,44.3,26.0,3.0,2016.0,127.0272604235557,37.62183661790389,삼양동,2473211.0,11616,2.09,13101,111124,29400
양천구,35.25,17.0,5.0,2002.0,126.85537066980228,37.52315168077105,신정1동,5046256.0,6922,2.83,25771,140883,30000
강북구,52.03,36.0,1.0,1997.0,127.0398408610611,37.62777867362114,번1동,2303972.0,9729,1.68,3593,42720,20000
송파구,58.32,34.0,3.0,2013.0,127.1353107352969,37.50205416379254,오금동,3510674.0,16048,2.36,4444,32734,40500
마포구,29.16,16.0,4.0,2010.0,126.90657901971336,37.54965267685104,합정동,3195027.0,9103,1.75,1100,14725,49000
성북구,59.83,42.0,3.0,2020.0,127.00517859021949,37.616938760200654,정릉제1동,3341356.0,7294,2.4,8078,67167,32000
강북구,27.39,27.0,2.0,2015.0,127.0107139633917,37.66179626608662,우이동,2457144.0,9583,2.03,854,9582,14700
양천구,29.66,17.0,6.0,2015.0,126.86696211575476,37.53270467554236,목1동,5667672.0,10323,2.91,24023,117070,21500
성북구,37.41,25.0,-1.0,1995.0,127.02354213869562,37.583297184287154,안암동,2896471.0,10235,1.5,312,3752,21000
서초구,55.6,26.0,2.0,2002.0,127.03828305001709,37.484359890934,양재1동,4173236.0,17650,2.32,3440,31070,57000
양천구,39.0,26.0,-1.0,1986.0,126.86401843403247,37.53456285710819,목1동,5667672.0,10323,2.91,24023,117070,20000
마포구,77.27,35.0,4.0,2004.0,126.92438986575874,37.56433431119997,연남동,2980162.0,8353,1.69,938,13017,50000
양천구,29.47,18.0,4.0,2016.0,126.87369962760788,37.54544173434992,목1동,5667672.0,10323,2.91,24023,117070,34000
강북구,60.71,27.0,3.0,2003.0,127.01128132486606,37.62643229382616,수유1동,2220463.0,10493,1.86,7930,90942,16800
관악구,66.14,43.0,3.0,2002.0,126.93853668555418,37.48220338816569,보라매동,2529995.0,13012,1.79,17975,200181,32700
강서구,29.6,17.0,4.0,2016.0,126.84313512879106,37.5314049474386,화곡제1동,2485455.0,27977,1.78,20096,189853,17000
광진구,36.81,24.0,1.0,1986.0,127.0877225665476,37.5312924620457,자양제1동,2745988.0,12126,1.79,9064,81478,46095
양천구,76.98,37.0,1.0,2002.0,126.85416826394533,37.52645538611627,신정1동,5046256.0,6922,2.83,25771,140883,35000
중랑구,43.19,26.0,3.0,2018.0,127.07511451725571,37.60075860415033,중화제1동,2518956.0,8828,2.06,3154,38114,43500
중구,27.51,18.0,2.0,2019.0,127.01010545681252,37.55984400649278,신당동,2816850.0,4672,1.57,5443,59448,36000
관악구,34.46,15.0,3.0,1992.0,126.92902560235244,37.47632103538904,서원동,2412001.0,15455,1.49,15528,223346,30000
서대문구,52.13,32.0,3.0,2015.0,126.9095036420514,37.58124200008724,북가좌제1동,4005416.0,6749,2.57,5399,41436,39500
강서구,60.84,56.0,3.0,1988.0,126.85791253338442,37.54562919781476,등촌제1동,3322838.0,14383,1.74,6485,66020,32000
강북구,55.35,30.0,3.0,2011.0,127.0251311421518,37.62255424542064,삼양동,2473211.0,11616,2.09,13101,111124,26000
서대문구,43.52,18.0,2.0,2002.0,126.90731821423424,37.58037841192711,북가좌제1동,4005416.0,6749,2.57,5399,41436,25000
은평구,29.93,20.0,4.0,2023.0,126.92811294730568,37.62527283407373,불광제1동,3182963.0,18150,2.06,5303,57959,30000
강남구,18.84,11.0,3.0,2012.0,127.02781326677533,37.510220960573406,논현1동,3277066.0,13481,1.54,2939,37569,20200
성북구,18.71,5.0,9.0,2024.0,127.05791224532004,37.611949189492485,장위제1동,2231978.0,10578,2.17,5778,44339,37000
성북구,18.71,5.0,9.0,2024.0,127.05791224532004,37.611949189492485,장위제1동,2231978.0,10578,2.17,5778,44339,36500
성북구,18.71,5.0,10.0,2024.0,127.05791224532004,37.611949189492485,장위제1동,2231978.0,10578,2.17,5778,44339,36500
성북구,19.59,5.0,9.0,2024.0,127.05791224532004,37.611949189492485,장위제1동,2231978.0,10578,2.17,5778,44339,37000
강북구,45.87,27.0,2.0,2008.0,127.0154192995806,37.62951373006212,수유1동,2220463.0,10493,1.86,7930,90942,17500
중구,52.49,21.0,-1.0,2001.0,127.00481122151278,37.55310238294813,신당동,2816850.0,4672,1.57,5443,59448,18000
성북구,51.44,30.0,2.0,2016.0,127.04034158827348,37.61481979568006,장위제1동,2231978.0,10578,2.17,5778,44339,39000
송파구,36.4,23.0,3.0,2016.0,127.12189858383536,37.49058064862552,가락본동,3521561.0,11564,2.14,11711,69007,38000
동대문구,30.96,18.0,2.0,1986.0,127.0455857958219,37.58615395470914,청량리동,2860315.0,10048,1.84,1241,17036,50000
강서구,43.68,26.0,5.0,2008.0,126.84498973148052,37.54100358774987,화곡제1동,2485455.0,27977,1.78,20096,189853,18800
은평구,29.97,15.0,6.0,2018.0,126.9078860147065,37.59598081075137,신사제1동,2637581.0,11982,2.17,4259,39782,23000
성동구,27.45,17.0,4.0,2014.0,127.0315058195728,37.565996359836085,왕십리도선동,4015131.0,12126,2.14,225,3401,27500
광진구,36.59,20.0,2.0,2008.0,127.08797086558944,37.53159874884701,자양제1동,2745988.0,12126,1.79,9064,81478,52065
강서구,28.47,24.0,-1.0,1987.0,126.84855863319872,37.53479358705587,화곡제1동,2485455.0,27977,1.78,20096,189853,14300
양천구,26.96,16.0,5.0,2007.0,126.8762703341956,37.54468751286264,목1동,5667672.0,10323,2.91,24023,117070,18000
양천구,26.96,16.0,5.0,2007.0,126.8762703341956,37.54468751286264,목1동,5667672.0,10323,2.91,24023,117070,18000
성북구,29.8,12.0,9.0,2022.0,127.01192486455622,37.60499625656482,정릉제1동,3341356.0,7294,2.4,8078,67167,32900
서초구,26.48,15.0,4.0,2016.0,127.01275447106268,37.48931667846135,서초1동,4769119.0,9514,2.12,15224,88788,38000
광진구,48.83,32.0,3.0,2024.0,127.09249290437708,37.540460109026114,구의제1동,2683701.0,13261,1.73,7794,66911,63500
종로구,39.1,16.0,3.0,1996.0,127.00962591599436,37.57617533228238,창신제1동,2393308.0,2670,1.69,1235,16657,21000
강북구,42.9,34.0,3.0,2015.0,127.009586585011,37.63596200163307,수유1동,2220463.0,10493,1.86,7930,90942,24000
강북구,21.76,14.0,3.0,2019.0,127.01609017177697,37.62784755661315,삼양동,2473211.0,11616,2.09,13101,111124,13000
중랑구,29.22,18.0,2.0,2020.0,127.085041495297,37.599764400553454,중화제1동,2518956.0,8828,2.06,3154,38114,36000
은평구,72.31,36.0,2.0,2002.0,126.91738826345116,37.60675627739064,역촌동,2521877.0,21160,2.11,4298,39719,29500
송파구,46.54,27.0,3.0,2016.0,127.13582463960888,37.5051452584246,오금동,3510674.0,16048,2.36,4444,32734,43500
광진구,35.17,23.0,3.0,2003.0,127.08840706366044,37.53066048943121,자양제1동,2745988.0,12126,1.79,9064,81478,62700
강서구,54.96,31.0,3.0,2001.0,126.83360504743996,37.55313670617901,발산제1동,3192517.0,13569,2.58,7469,35929,23500
은평구,32.16,26.0,2.0,1989.0,126.91617321822498,37.58427916189541,응암제1동,2726133.0,15072,2.13,9854,70904,10445
성북구,57.14,40.0,2.0,2022.0,127.00855571202943,37.60769992455201,정릉제1동,3341356.0,7294,2.4,8078,67167,39700
구로구,29.9,19.0,4.0,2022.0,126.8853833138716,37.4912773945354,구로제1동,3368067.0,8393,2.42,9818,101018,25000
강남구,27.65,19.0,5.0,2016.0,127.05658017406442,37.49852572091943,대치1동,7421305.0,7242,3.31,17259,61730,44000
양천구,29.89,21.0,4.0,2020.0,126.83402289116884,37.53503261477672,신월1동,2227154.0,9857,1.91,12633,101640,26000
성북구,57.16,31.0,4.0,2022.0,127.04183137830712,37.615400532974746,장위제1동,2231978.0,10578,2.17,5778,44339,46300
성북구,59.87,34.0,2.0,1991.0,127.01171281952917,37.60652647623602,정릉제1동,3341356.0,7294,2.4,8078,67167,22000
은평구,27.59,14.0,6.0,2016.0,126.9216774151756,37.605854230577485,역촌동,2521877.0,21160,2.11,4298,39719,24000
광진구,22.12,22.0,2.0,2018.0,127.0757123242618,37.53697078636794,자양제1동,2745988.0,12126,1.79,9064,81478,30000
관악구,27.43,18.0,1.0,2014.0,126.94101581653588,37.47545088348821,서원동,2412001.0,15455,1.49,15528,223346,25500
양천구,29.93,15.0,4.0,2017.0,126.86894373075764,37.54181825564859,목1동,5667672.0,10323,2.91,24023,117070,28300
도봉구,38.7,18.0,2.0,1993.0,127.0386613732876,37.63737900359176,창제1동,3038009.0,10939,2.16,11946,100519,14000
은평구,24.22,8.0,7.0,2014.0,126.9165271168236,37.59117487548474,응암제1동,2726133.0,15072,2.13,9854,70904,21400
구로구,52.65,77.0,1.0,1985.0,126.84173796554454,37.4892113380102,오류제1동,2574851.0,12944,1.75,3849,38482,50500
강북구,50.34,27.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,35050
강북구,51.11,27.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,35600
강북구,51.16,27.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,35600
강북구,51.4,28.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,35750
강북구,52.01,28.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,36300
강북구,52.01,28.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,36300
강북구,52.94,28.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,36650
강북구,55.05,30.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,37800
강북구,55.5,30.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38250
강북구,55.5,30.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38250
강북구,55.5,30.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38250
강북구,55.5,30.0,1.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38250
강북구,55.5,30.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38250
강북구,55.5,30.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38250
강북구,55.5,30.0,1.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38250
강북구,55.5,30.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38250
강북구,55.72,30.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,37800
강북구,55.72,30.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,37800
강북구,55.72,30.0,1.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,37800
강북구,55.72,30.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,37800
강북구,56.91,31.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38200
강북구,56.91,31.0,1.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38200
강북구,56.91,31.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38350
강북구,56.91,31.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38200
강북구,57.71,31.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,39050
강북구,57.71,31.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,39250
강북구,57.71,31.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,39050
강북구,57.78,31.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38850
강북구,57.78,31.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38850
강북구,57.78,31.0,1.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38750
강북구,57.78,31.0,1.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38750
강북구,57.78,31.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38700
강북구,57.78,31.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38700
강북구,57.78,31.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38700
강북구,57.78,31.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,38700
강북구,58.2,31.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,39950
강북구,62.94,34.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,41550
강북구,62.94,34.0,1.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,41300
강북구,62.94,34.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,41300
강북구,62.94,34.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,41300
강북구,66.36,36.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,43450
강북구,66.36,36.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,43450
강북구,66.36,36.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,43450
강북구,66.36,36.0,1.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,43500
강북구,67.95,37.0,2.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,44850
강북구,67.95,37.0,1.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,44350
강북구,67.95,37.0,5.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,44850
강북구,67.95,37.0,4.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,44850
강북구,67.95,37.0,3.0,2024.0,,,수유1동,2220463.0,10493,1.86,7930,90942,44850
강북구,42.9,18.0,3.0,1995.0,127.0304494008117,37.623316647461806,삼양동,2473211.0,11616,2.09,13101,111124,18000
중랑구,29.77,19.0,2.0,2016.0,127.08315496072684,37.58640688394075,면목제2동,2322173.0,12138,1.91,10715,119617,29000
은평구,51.09,23.0,3.0,1996.0,126.90870702087147,37.60853205078242,구산동,2602334.0,13488,2.29,3173,27409,15500
중구,39.56,17.0,3.0,1993.0,127.00905970321212,37.55804753881125,신당동,2816850.0,4672,1.57,5443,59448,31000
용산구,53.59,22.0,2.0,2001.0,126.98865515881111,37.54592972432571,용산2가동,2540319.0,4985,1.73,564,8013,35000
관악구,44.46,27.0,3.0,2017.0,126.95350484657963,37.48508717982079,보라매동,2529995.0,13012,1.79,17975,200181,32000
은평구,54.98,39.0,1.0,2017.0,126.9126323155443,37.61196038939434,구산동,2602334.0,13488,2.29,3173,27409,22900
강서구,41.07,25.0,5.0,2012.0,126.81407915507522,37.56817130868694,공항동,2896818.0,13889,2.11,5459,54460,33250
은평구,28.22,14.0,3.0,2021.0,126.92261329443276,37.5865509216457,응암제1동,2726133.0,15072,2.13,9854,70904,36500
도봉구,46.18,28.0,4.0,2018.0,127.0418470711552,37.63860359473678,창제1동,3038009.0,10939,2.16,11946,100519,30000
강서구,28.98,19.0,2.0,2019.0,126.80996953860094,37.56805452367967,공항동,2896818.0,13889,2.11,5459,54460,28000
중랑구,22.21,14.0,6.0,2023.0,127.08659615081352,37.58658793101239,면목제2동,2322173.0,12138,1.91,10715,119617,39700
관악구,35.08,23.0,3.0,2016.0,126.9298848928899,37.49264485072997,보라매동,2529995.0,13012,1.79,17975,200181,33500
마포구,16.7,9.0,5.0,2012.0,126.91493746622886,37.55373304377432,서교동,3212258.0,15176,1.56,1195,17770,14300
강서구,47.53,22.0,3.0,2002.0,126.83954581761424,37.55260583885697,발산제1동,3192517.0,13569,2.58,7469,35929,22800
양천구,44.37,19.0,2.0,1993.0,126.84541492188244,37.52516712445615,신월1동,2227154.0,9857,1.91,12633,101640,19000
서대문구,56.95,41.0,1.0,2002.0,126.9179095444142,37.58141007530263,북가좌제1동,4005416.0,6749,2.57,5399,41436,25500
강서구,36.12,17.0,5.0,2011.0,126.83429665806368,37.54185055447594,화곡제1동,2485455.0,27977,1.78,20096,189853,13100
은평구,84.68,36.0,4.0,2000.0,126.91652995114237,37.60820002159829,역촌동,2521877.0,21160,2.11,4298,39719,29500
관악구,60.25,33.0,3.0,2002.0,126.92157171615536,37.47438814780156,서원동,2412001.0,15455,1.49,15528,223346,29800
강북구,64.8,86.0,2.0,1987.0,127.03122085411918,37.6232316471986,삼양동,2473211.0,11616,2.09,13101,111124,45000
노원구,92.26,66.0,2.0,1986.0,127.07360880931768,37.62071885216943,공릉1동,2786137.0,18792,1.89,9238,66332,36000
강동구,29.35,23.0,5.0,2023.0,127.13043689819663,37.54208898176358,천호제1동,2473111.0,12918,1.97,6667,78755,62000
강동구,21.12,17.0,2.0,2023.0,127.13049224968844,37.54219642980453,천호제1동,2473111.0,12918,1.97,6667,78755,36000
은평구,47.62,23.0,5.0,2002.0,126.91176218730833,37.608090192791664,구산동,2602334.0,13488,2.29,3173,27409,16500
은평구,56.79,37.0,3.0,2016.0,126.926956786067,37.60546979578318,녹번동,3055864.0,17454,2.03,3344,31517,50000
성북구,36.73,23.0,2.0,2017.0,127.03380349250104,37.59384299720713,종암동,3381883.0,16945,2.18,4536,31806,32000
성북구,42.75,32.0,4.0,1996.0,127.01832656220304,37.600687627340406,정릉제1동,3341356.0,7294,2.4,8078,67167,25000
양천구,33.82,19.0,4.0,2007.0,126.8718430053144,37.54242510790807,목1동,5667672.0,10323,2.91,24023,117070,15000
관악구,43.04,28.0,3.0,2020.0,126.93973825287766,37.47901132078195,보라매동,2529995.0,13012,1.79,17975,200181,45500
강동구,28.28,21.0,4.0,2018.0,127.143634893533,37.53221624050515,둔촌제1동,3596734.0,9657,2.72,7752,42145,23400
중랑구,25.69,9.0,8.0,2024.0,127.08982002765416,37.58004178601146,면목제2동,2322173.0,12138,1.91,10715,119617,34500
강서구,33.0,25.0,2.0,1986.0,126.85004696964994,37.5355787569572,화곡제1동,2485455.0,27977,1.78,20096,189853,14000
은평구,29.98,18.0,6.0,2013.0,126.9123618280959,37.60229755572144,역촌동,2521877.0,21160,2.11,4298,39719,22500
송파구,65.48,35.0,5.0,2003.0,127.11446890447914,37.507747977358505,송파1동,3129216.0,12494,1.84,4252,36645,46500
광진구,53.02,26.0,1.0,1996.0,127.09261668610677,37.55396086056516,구의제1동,2683701.0,13261,1.73,7794,66911,28300
양천구,48.48,19.0,3.0,2003.0,126.87465809000136,37.544490886060125,목1동,5667672.0,10323,2.91,24023,117070,27500
구로구,37.03,22.0,2.0,2002.0,126.86565710955584,37.5042508470487,고척제1동,2972418.0,11659,2.26,5800,45079,18000
마포구,43.03,25.0,5.0,2018.0,126.91223801902744,37.56783982940546,성산제1동,2814646.0,9628,1.93,4258,42729,41000
